Entidad,Codificacion,TipoValor,EntSec,Monto,FechaEmision,FechaVenc,Nodo,Estado,Transmision,TipoOperacion,Item,Troquel/Reg.Med ,Drog.Present,Fabricante,Rubro,Cantidad,Precio Unitario,Imp.Bonif,Bonif,Descuento,Importe Cobertura,Importe Afiliado
,,,,,,,,,,,OPTIVE SOL OFT X 15 ML,8054083025995,GLICERINA+ASOC. ,ABBVIE,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,PLATSUL A CR X 800 G,7795375408058,SULFADIAZINA DE ,SOUBEIRAN ,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,ROVARTAL 40 MG COMP X 30,7795345121703,ROSUVASTATINA 40 ,ROEMMERS,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,SANADROG SOL FISIOLOGICA X100,7798068823138,null,SANADROG,ALCOH-,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,SUPRADYN FTE GRAG X 60,7793640004707,VIT.+MINERALES ,BAYER ,ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,TOCOFENO 50 MG COMP X 20,7795309002567,CLOMIFENO 50 MG ,FERRING,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,TOTAL-MAGNESIANO EFER COMPX24,7795337904208,MAGNESIO  ,TEMIS-LOSTALO,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,TRANQUINAL 0.50 MG COMP X 60,7790375003395,ALPRAZOLAM 0.5  MG      ,BAGO,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,ZOMARIST MET 50/1000MG CM X60,7795306157987,VILDAGLIPTIN+METF,MONTPELLIER,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,0131-03715346,FACTURA DE COMPRA POS,,"$ 167.115,96",16/12/2025,16/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,RIVOTRIL 2   MG COMP X 30,7798260150667,CLONAZEPAM  2    ,BIOPAS ,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,TAFIROL 1 G  COMP X 80,7798140251101,PARACETAMOL 1000 ,GENOMMA ,ESP. ,10,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,ZAFRAN BARRA ALMENDRA Y COCO,77955159,null,ZAFRAN,DRUGSTORE,12,"0,00","0,00","0,00","0,00","0,00","0,00"
,0131-03715718,FACTURA DE COMPRA POS,,"$ 15.778,49",16/12/2025,16/01/2026,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE ,,,,,,,,,,,,
,,,,,,,,,,SUC-22-INGRESO Y CONTROL ,ELVIVE SERUM DREAM LENGT X100,7509552979558,null,LOREAL ,PER.MASIVA,1,"13.077,91","0,00","0,00","0,00","13.077,91","0,00"
,0131-03715713,FACTURA DE COMPRA POS,,"$ 8.124,83",16/12/2025,16/01/2026,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE ,,,,,,,,,,,,
,,,,,,,,,,SUC-22-INGRESO Y CONTROL ,HEXALER NASAL SPR  X120 DS,7798129414664,MOMETASONA   50 ,SIEGFRIED,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,0131-03716385,FACTURA DE COMPRA POS,,"$ 453.800,45",16/12/2025,16/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,FORTINI COMPAC.MULT.FRUX125ML,8716900571404,PROTEINAS+GRASAS+,NUTRICIA-BAGO,NUTRICION/,48,"8.271,37","0,00","0,00","0,00","397.025,76","0,00"
,0131-03716393,FACTURA DE COMPRA POS,,"$ 92.158,78",16/12/2025,16/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,QUETIAZIC 100 MG COMP X 60,7798084680227,QUETIAPINA 100 MG ,ADIUM,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,0131-03716122,FACTURA DE COMPRA POS,,"$ 158.457,60",16/12/2025,16/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,FORTINI COMPAC.MULT.FRUX125ML,8716900571404,PROTEINAS+GRASAS+,NUTRICIA-BAGO,NUTRICION/,8,"8.271,37","0,00","0,00","0,00","66.170,96","0,00"
,,,,,,,,,,,NATUFARMA NATULAX P COMP X 40,7795379100545,CASCARA ,NATUFARMA,NUTRICION/,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,PROGEST 200 CAPS X 30,7796285271886,PROGESTERONA 200 ,ELEA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,0132-00878028,FACTURA DE COMPRA POS,,"$ 147.259,53",16/12/2025,16/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,ESTRELLA DISCO REDONDO X80,7790064001909,null,QUIMICA ,PER.MASIVA,24,"1.847,42","0,00","0,00","0,00","44.338,08","0,00"
,,,,,,,,,,,KOTEX TOFE NOCT TELA C/A  X16,7794626011566,null,KIMBERLY ,PER.MASIVA,3,"5.359,87","0,00","0,00","0,00","16.079,61","0,00"
,,,,,,,,,,,MB OJOS MASC FALS SURR WTP BL,41554079821,null,MAYBELLINE ,PER.LINEAS,2,"24.541,04","0,00","0,00","0,00","49.082,08","0,00"
,,,,,,,,,,,PRESTOBARBA MAAF 3 SENSECAX 2,7506339337525,null,PROC & GAMB ,ACC.,3,"5.007,33","0,00","0,00","0,00","15.021,99","0,00"
,,,,,,,,,,,REXONA AER AP ACT EMOT  X148G,7791293049588,null,UNILEVER P.C.,PER.MASIVA,2,"3.542,30","0,00","0,00","0,00","7.084,60","0,00"
,,,,,,,,,,,SALLY HANSEN FAST MAUVER  218,3616303242312,null,SALLY HANSEN ,PER.MASIVA,1,"4.292,66","0,00","0,00","0,00","4.292,66","0,00"
,,,,,,,,,,,VAGISIL JAB INCONTINEN X355ML,7798092840545,null,COMBE,PER.MASIVA,2,"8.149,05","0,00","0,00","0,00","16.298,10","0,00"
,,,,,,,,,,,VOGUE ROST CORREC LIQ LD AREN,7509552957846,null,VOGUE ,PER.MASIVA,1,"7.439,66","0,00","0,00","0,00","7.439,66","0,00"
,0132-00878029,FACTURA DE COMPRA POS,,"$ 64.864,60",16/12/2025,16/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,BODY CARE GUANTE DEP PESA T L,7798082448379,null,BODY CARE,ORTOPEDIA Y ,1,"12.724,03","0,00","0,00","0,00","12.724,03","0,00"
,,,,,,,,,,,BODY CARE GUANTE DEP PESA T M,7798082448362,null,BODY CARE,ORTOPEDIA Y ,1,"12.724,03","0,00","0,00","0,00","12.724,03","0,00"
,,,,,,,,,,,BODY CARE GUANTE DEP PESA T S,7798082448355,null,BODY CARE,ORTOPEDIA Y ,1,"12.724,03","0,00","0,00","0,00","12.724,03","0,00"
,,,,,,,,,,,GILLETTE CR SUPER SHAVE X150,7500435173223,null,PROC & GAMB ,PER.MASIVA,1,"5.129,65","0,00","0,00","0,00","5.129,65","0,00"
,,,,,,,,,,,REXONA EFFICIENT DEO ORX153ML,7791293044460,null,UNILEVER P.C.,PER.MASIVA,3,"3.486,96","0,00","0,00","0,00","10.460,88","0,00"
,0131-03716041,FACTURA DE COMPRA POS,,"$ 1.012.965,09",16/12/2025,16/01/2026,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE ,,,,,,,,,,,,
,,,,,,,,,,SUC-22-INGRESO Y CONTROL ,ACTRON MUJER RA CAPS X 10,7793640215547,IBUPROFENO 400 MG ,BAYER ,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,ALPERTAN  80 MG COMP X 28,7798084684157,VALSARTAN  80 MG ,ADIUM,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,BEMPENAL 180 MG COMP X 30,7798084686953,BEMPEDOICO ÁC. 180 ,ADIUM,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,CETIZINE 10 MG COMP X 20,7795347970811,CETIRIZINA 10 MG ,LAZAR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,COLPOTROPHINE CAPS VAG X10,7795326000348,PROMESTRIENE 10 ,TEVA ,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,CREATINA MICRON.S/SAB. X 150G,7792981010088,CREATINA  100 G% ,EMPRESA ,NUTRICION/,1,"12.824,17","0,00","0,00","0,00","12.824,17","0,00"
,,,,,,,,,,,DECIDEX PLUS CAP X 10,7795345010045,LORATADINA+PSEUD,ROEMMERS,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,DECIDEX PLUS SOL X 60 ML,7795345009957,LORATADINA+PSEUD,ROEMMERS,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,DERMEXANE CR  X 30 G,7795373010376,CLOBETASOL+AMONI,LERSAN,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,DIARIS CAPS X 30,7795368054477,LUTEINA+VIT.C+VIT.,POEN,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,DIOXAFLEX B12 INY AMP X 3,7790375253295,DICLOFENAC+VIT.,BAGO,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,DIVINA COMP X 84,7796285273132,DROSPIRENONA+ETIN,ELEA,ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,ECUAMON GTS  X 20 ML,7795347000198,DOMPERIDONA 10 ,LAZAR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,EMPECID  CR X 20 G,7793640216018,CLOTRIMAZOL   1 G% ,BAYER ,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,ENA CREATINA MICRON NEUX300GR,7792981010026,CREATINA  100 G% ,EMPRESA ,NUTRICION/,1,"22.798,52","0,00","0,00","0,00","22.798,52","0,00"
,,,,,,,,,,,FOXETIN  20 MG COMP X 60,7792183486636,FLUOXETINA 20 MG ,GADOR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,FRANKLIN TERMOMETRO DIGIT  X1,7793780000041,null,TERMOMETROS ,ACC.,1,"5.230,08","0,00","0,00","0,00","5.230,08","0,00"
,,,,,,,,,,,FRENALER CORT JBE  X 60 ML,7795345120393,DESLORATADINA+BET,ROEMMERS,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,GEONAT CIT MAGN 500 COMP X 30,7798119969501,MAGNESIO   ,PROVEFARMA,NUTRICION/,1,"5.446,00","0,00","0,00","0,00","5.446,00","0,00"
,,,,,,,,,,,GINKAN 500 COMP X  8,7795338013398,METRONIDAZOL  500 ,BALIARDA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,HEPATALGINA GTS X  45 ML,7796285286903,CYNARA+BOLDO+ASO,ELEA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,HEXALER CORT  COMP X 10,7798129414930,DESLORATADINA+BET,SIEGFRIED,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,INHALAN PLUS SPRAY NAS X 60DS,7791909213877,FLUTICASONA+OXIME,CASASCO,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,JADE MD 24 COMP X 28,7792234000316,DROSPIRENONA+ETIN,CRAVERI,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,LOSACOR  50 MG COMP X 60,7795345001555,LOSARTAN  50  MG ,ROEMMERS,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,MICOMAZOL DEO AER X 110 G,7798129415623,CLOTRIMAZOL   1 G% ,SIEGFRIED,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,MYLANTA EXTRA COMP MAST X 24,7796285275426,FAMOTIDINA+CALCIO,ELEA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,NEUMOTROPIO 10 MCG CAP INHX30,7791848283580,TIOTROPIO ,ELEA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,NOCTE 10 MG COMP SUBL.X 30,7790375000240,ZOLPIDEM 10    MG     ,BAGO,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,NOCTE 10 MG COMP X 30,7790375261993,ZOLPIDEM 10    MG     ,BAGO,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,OVUMIX OV X 6,7796285051501,MICONAZOL+METRON,ELEA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,PHARMAMERICAN CIT.MAGN.CPX30,7798008296527,MAGNESIO+ASOC. ,PHARMAMERICA,NUTRICION/,1,"6.489,00","0,00","0,00","0,00","6.489,00","0,00"
,,,,,,,,,,,POENBIOPTAL COLI X  5 ML,7795368054385,CLORANFENICOL+AS,POEN,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,PRISTIQ  50 MG COMP X 60,7795381000864,DESVENLAFAXINA  50 ,PFIZER,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,PROCETINA 20 MG COMP REC X 30,7795345124490,VORTIOXETINA 20 ,ROEMMERS,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,QURA PLUS COMP X 10,7792175009614,PARACETAMOL+PSEU,BERNABO (LAB),ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,QURA PLUS COMP X 20,7792175007474,PARACETAMOL+PSEU,BERNABO (LAB),ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,RESAQUIT (VL)COMP BICAPA X 12,7795347000969,ACETILSALICILICO ,LAZAR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,T4-MONTPELLIER 100 COMP X  50,7795378001324,LEVOTIROXINA 100 ,MONTPELLIER,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,TORGYN DUO CAPS VAG  X 7,7798084684249,CLINDAMICINA+KETO,ADIUM,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,VALIUM  5 MG COMP X  30,7798129415098,DIAZEPAM  5   MG ,SIEGFRIED,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,ZOPIROL DM SOL.OFT. X 5  ML,7796285255176,DORZOLAMIDA+TIMO,ELEA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,ACTRON 400 RA CAPS X 10,7793640992752,IBUPROFENO 400 MG ,BAYER ,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,AIREAL PLUS 10/5 MG COMP X 30,7798129417153,MONTELUKAST+LEVO,SIEGFRIED,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,DITROPAN COMP X 50,7791848239013,OXIBUTININA   5 MG ,ELEA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,HEXALER NASAL SPR  X120 DS,7798129414664,MOMETASONA   50 ,SIEGFRIED,ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,ISIS FREE S/ESTROGENOS COMX28,7798129415371,DROSPIRENONA 4 MG ,SIEGFRIED,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,TRANQUINAL 2    MG COMP X 30,7790375253080,ALPRAZOLAM 2    MG      ,BAGO,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,TRIMEGTANTE CR X 15 G,7798167580239,FLUOCINOLONA+HID,OXAPHARMA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,VITAMIN WAY BRONSOL 3BLX10,7798008294066,BETACAROTENO+ASO,PHARMAMERICA,NUTRICION/,1,"8.576,54","0,00","0,00","0,00","8.576,54","0,00"
,0131-03716040,FACTURA DE COMPRA POS,,"$ 143.139,12",16/12/2025,16/01/2026,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE ,,,,,,,,,,,,
,,,,,,,,,,SUC-22-INGRESO Y CONTROL ,FLEXINA 600 COMP X 20,7795356000615,IBUPROFENO+CLORZ,SIEGFRIED,ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,MELATOL 3 MG CAPS X 30,7791984999574,MELATONINA 3 MG ,MILLET (LAB),ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,AZIATOP 20 MG CAPS X 28,7796285053642,OMEPRAZOL 20 MG ,ELEA,ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,COLTIX COLI SOL OFT X12ML,7791984000621,TETRAHIDROZOLINA ,MILLET (LAB),ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,ENTEROGERMINA AMP BEB X 10,7798389330025,BACILLUS CLAUSII ,OPELLA ,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,ISIS FREE S/ESTROGENOS COMX84,7798129415395,DROSPIRENONA 4 MG ,SIEGFRIED,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,MELATOL 3 MG  COMP RAN X 15,7791984999543,MELATONINA 3 MG ,MILLET (LAB),ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,MERTHIOLATE IODOP X60ML,7791984000287,IODOPOVIDONA 10 ,MILLET (LAB),ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,0131-03716884,FACTURA DE COMPRA POS,,"$ 212.795,87",17/12/2025,17/01/2026,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE ,,,,,,,,,,,,
,,,,,,,,,,SUC-22-INGRESO Y CONTROL ,COLPOTROPHINE CAPS VAG X10,7795326000348,PROMESTRIENE 10 ,TEVA ,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,DESLAFAX  50 MG COMP X 30,7792183000856,DESVENLAFAXINA  50 ,GADOR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,MITRUL 15 MG CAPS X 10,7798084684836,CICLOBENZAPRINA 15 ,ADIUM,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,NEURYL FLASH 0.5 MG COMP X50,7790375251833,CLONAZEPAM  0.5  ,BAGO,ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,PERVINOX INCOL SOL   X  60 CC,7791848054166,CLORHEXIDINA ,ELEA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,SEROQUEL XR  50 MG COMP X 30,7790375269234,QUETIAPINA  50 MG ,BAGO,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,VIMAX FLASH  50MG COMP X 6,7795345121154,SILDENAFIL  50 MG ,ROEMMERS,ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,0131-03716885,FACTURA DE COMPRA POS,,"$ 17.663,80",17/12/2025,17/01/2026,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE ,,,,,,,,,,,,
,,,,,,,,,,SUC-22-INGRESO Y CONTROL ,LIDOCAINA.DF  2%  JALEA X25ML,7798050060282,LIDOCAINA  2 G% ,DENVER FARMA,ESP. ,3,"0,00","0,00","0,00","0,00","0,00","0,00"
,0131-03716960,FACTURA DE COMPRA POS,,"$ 69.941,66",17/12/2025,17/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,ATENIX 100 MG COMP X 30,7798084685000,SERTRALINA 100 MG ,ADIUM,ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,0131-03716968,FACTURA DE COMPRA POS,,"$ 168.012,39",17/12/2025,17/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,RESTIVA 10 MG PARCHE X 1,7795355999712,BUPRENORFINA 10 ,BIOSIDUS SAU,ESP. ,6,"0,00","0,00","0,00","0,00","0,00","0,00"
,0131-03717053,FACTURA DE COMPRA POS,,"$ 433.982,33",17/12/2025,17/01/2026,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE ,,,,,,,,,,,,
,,,,,,,,,,SUC-22-INGRESO Y CONTROL ,CONSIV   36 MG COMP LP X 30,7798084686335,METILFENIDATO 36 ,ADIUM,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,LAPENAX 100 MG COMP X  30,7792183489682,CLOZAPINA 100 MG ,GADOR,ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,LAPENAX 100 MG COMP X  90,7792183489699,CLOZAPINA 100 MG ,GADOR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,0131-03717052,FACTURA DE COMPRA POS,,"$ 15.902,22",17/12/2025,17/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,EPILACAM  25 MG COMP X 28,7798112991486,TOPIRAMATO  25 MG ,LEPETIT,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,0131-03717349,FACTURA DE COMPRA POS,,"$ 41.315,39",17/12/2025,17/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,DILATREND 25    MG COMP X 30,7798129413582,CARVEDILOL 25    MG ,SIEGFRIED,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,TAFIROL 1 G  COMP X 50,7798140251118,PARACETAMOL 1000 ,GENOMMA ,ESP. ,3,"0,00","0,00","0,00","0,00","0,00","0,00"
,0131-03717348,FACTURA DE COMPRA POS,,"$ 438.336,53",17/12/2025,17/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,ALPLAX 1    MG COMP X 60,7792183180954,ALPRAZOLAM 1    MG      ,GADOR,ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,APATRIX 60 MG CAPS X 30,7798084687059,DEXLANSOPRAZOL 60 ,ADIUM,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,ARMONIL NOCHE 3 MG COMP X 30,7795326003776,MELATONINA 3 MG ,TEVA ,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,BILETAN ENZIMATICO COMP X 20,7792183100419,TIOCTICO ,GADOR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,BUSCAPINA FEM    COMP X  6,7798389330117,HIOSC N-,OPELLA ,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,CIRIAX  500 MG COMP X 10,7795345004211,CIPROFLOXACINA  ,ROEMMERS,ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,CLOBESOL CR  X 30 G,7798129415593,CLOBETASOL 0.05 G% ,SIEGFRIED,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,DEXALERGIN  GTS X 30 ML,7795350021425,DEXAMETASONA+NEO,TEVA ,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,DIOXAFLEX 5% GEL X 50 G,7790375002664,"DICLOFENAC, SODICO ",BAGO,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,ENDIAL 4 MG COMP X 30,7795345001388,GLIMEPIRIDE 4 MG ,ROEMMERS,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,FACTOR AG 200 MG COMP X 20,7791909106568,SIMETICONA 200 MG ,CASASCO,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,GLUCOPHAGE XR 1000MG LP X 60,7796285270940,METFORMINA 1000 ,ELEA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,IBU EVANOL FORTE 400 TAB X10,7794640172014,IBUPROFENO 400 MG ,HALEON (GSK),ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,LOSACOR 100 MG COMP X 30,7795345011738,LOSARTAN 100  MG ,ROEMMERS,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,LUKAST CTO 10/5MG COMP X 30,7790375004514,MONTELUKAST+LEVO,BAGO,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,PERVINOX INCOL SOL   X  60 CC,7791848054166,CLORHEXIDINA ,ELEA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,PERVINOX SOL TOPI X  60 ML,7791848054500,IODOPOVIDONA 10 ,ELEA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,PLATSUL A CR X  30 G,7795375579000,SULFADIAZINA DE ,SOUBEIRAN ,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,QUIDEX GTS OFT X 5 ML,7795368054149,CIPROFLOXACINA+DE,POEN,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,RACORVAL D  80/12.5MG COMPX28,7795345123905,VALSARTAN+HIDROC,ROEMMERS,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,VEDIPAL 1000 MG COMP X 30,7798084685352,DIOSMINA+HESPERIDI,NOLTER,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,DUTIDE  0.5 MG AG PRELL X 4,7796285298739,SEMAGLUTIDA  0.5  ,ELEA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,0131-03717401,FACTURA DE COMPRA POS,,"$ 694.183,01",17/12/2025,17/01/2026,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE ,,,,,,,,,,,,
,,,,,,,,,,SUC-22-INGRESO Y CONTROL ,ALPLAX 1    MG COMP X 60,7792183180954,ALPRAZOLAM 1    MG      ,GADOR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
